Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103
0.010214,0.015743,-0.089006,0.016251,0.004174,-0.030225,-0.128314,-0.037651,0.045507,-0.097393,0.021051,-0.001758,0.037385,0.027056,-0.065115,-0.009537,-0.10364,-0.071777,-0.012196,-0.019831,-0.06955,-0.071736,-0.055165,-0.01653,-0.031676,-0.126779,-0.102547,-0.117914,-0.02837,-0.153767,-0.05579,-0.105605,0.08616,0.076399,0.068959,-0.394057,-0.073215,-0.043018,-0.009184,-0.07695,-0.064859,-0.220674,-0.055763,0.073023,0.105125,0.011716,0.048571,0.050908,0.068869,0.180303,0.254509,0.265365,0.222916,-0.142993,0.267861,0.129451,0.049327,0.113731,-0.075867,-0.093242,-0.058158,-0.066826,-0.117984,-0.126123,-0.035177,0.115887,-0.04071,-0.079116,-0.178379,-0.154801,-0.168556,-0.038807,0.083415,0.034164,0.049438,0.035349,0.030667,-0.000803,0.140666,-0.008065,0.021065,-0.034073,-0.005183,-0.061182,-0.011626,-0.010695,-0.021162,-0.043768,-0.035749,-0.015999,-0.034408,0.015761,-0.022572,-0.010029,-0.030491,-0.028113,-0.001059,-0.014922,-0.006776,-0.036688,-0.001295,0.0894,0.133676
-0.033582,0.039821,-0.047227,-0.020152,-0.009865,-0.132392,-0.008545,-0.190913,-0.053844,-0.150146,-0.100189,-0.060261,0.082437,-0.086768,-0.054703,-0.06285,-0.232936,-0.100697,-0.087288,-0.11795,-0.09102,0.045663,-0.036387,-0.066569,-0.094768,-0.104448,-0.010902,0.061308,-0.033497,0.02386,0.038981,-0.06029,-0.156521,-0.007888,0.018125,-0.005104,-0.012362,-0.080123,-0.085233,-0.155618,-0.050368,0.025553,-0.035557,-0.03428,-0.00848,-0.110241,-0.032278,0.039988,0.064685,0.225972,0.243392,0.269109,0.244399,-0.264785,0.197937,0.08135,-0.011874,0.061742,-0.021198,-0.022543,-0.050665,-0.067409,-0.092152,-0.035692,0.029848,0.132093,0.0499,-0.025985,-0.146249,0.119908,0.006245,0.0109,0.097946,0.111342,0.094119,0.01155,0.010309,0.034715,0.011958,-0.051546,0.068027,0.139693,-0.04914,-0.106908,0.144372,-0.025994,-0.114233,-0.010629,-0.125338,0.101485,0.191605,0.006419,0.042859,-0.126035,-0.04805,0.065545,-0.05745,-0.001865,-0.002748,-0.119522,-0.029438,-0.065463,0.068041
-0.00428,0.077671,-0.009426,0.036987,-0.027916,-0.038393,-0.081199,-0.197915,-0.192957,-0.184186,-0.176545,-0.19412,-0.180393,-0.124054,-0.129552,-0.211236,-0.240439,-0.230723,0.013827,0.020958,0.322759,0.034189,-0.031395,-0.061614,-0.042189,0.094612,0.054854,0.102224,0.032009,0.127717,0.172066,0.165947,0.031326,-0.018437,-0.0292,0.023669,0.050953,0.035557,0.029011,0.029321,0.030894,0.028,0.083805,0.017005,0.05654,0.092116,0.099703,0.046302,-0.021945,0.004214,-0.02535,-0.061904,-0.095473,-0.075177,-0.057563,-0.166606,-0.012197,0.026016,0.011785,0.159694,0.198253,0.088867,0.167858,-0.044856,-0.037903,-0.127241,0.113678,0.13624,-0.046235,-0.125585,-0.112831,-0.070298,-0.071198,-0.13411,-0.06354,0.083306,0.067296,0.118725,0.124455,-0.006316,-0.004803,-0.04111,-0.004848,-0.042797,-0.009744,0.013994,-0.01678,0.013983,0.019616,-0.001989,-0.041823,0.051838,-0.03747,-0.014057,-0.009578,-0.022355,-0.025505,-0.025944,0.004816,-0.037361,-0.027761,0.011736,0.104867
-0.003018,-0.037259,-0.130894,-0.082866,-0.042685,-0.134401,-0.024021,0.097234,0.000858,0.105475,-0.02414,0.180063,0.073987,0.10628,0.024177,0.1851,0.034563,0.090588,-0.164845,-0.04029,0.032448,0.062272,0.133384,0.096751,0.181955,0.125085,0.162943,0.136301,-0.005511,0.085342,0.049135,0.131982,-0.035587,-0.011463,0.061716,0.061827,0.08773,0.078278,0.053315,0.021674,0.02421,0.05145,0.092221,0.114873,0.000629,-0.021001,0.008107,0.057864,0.022083,0.005463,-0.046182,0.040688,0.000174,0.054172,0.045826,0.098047,0.022721,-0.008564,-0.003055,-0.117519,-0.275345,-0.133817,-0.096104,-0.201108,0.133675,0.027336,-0.010991,-0.173206,0.01757,-0.102884,-0.066136,-0.246592,0.073009,0.076842,0.110296,0.062528,0.014197,-0.141844,-0.1266,0.202088,0.156514,-0.04812,-0.08245,-0.097279,-0.072953,-0.070618,-0.054801,-0.079332,-0.079089,-0.07384,-0.078407,-0.069049,0.135204,-0.050575,0.188976,-0.031979,0.138721,0.132882,-0.090685,-0.048767,-0.070957,0.00982,0.03299
0.122485,-0.001695,-0.006924,0.032785,0.019186,0.065595,0.095677,0.091116,0.078991,0.125775,0.070416,0.119045,0.080938,0.167948,0.106143,0.096536,0.1434,0.115622,-0.026639,0.083353,0.0421,0.026258,0.110925,0.14787,0.10211,0.027383,0.035807,0.049788,0.020629,0.005178,0.029941,-0.029753,0.116379,0.136919,0.176998,0.024571,0.042194,0.027539,0.049885,-0.071575,-0.043779,0.050483,-0.005111,-0.033334,0.082991,0.015175,0.013083,0.100426,-0.091461,-0.002526,-0.032789,0.017403,0.057999,-0.078131,-0.019806,0.049568,-0.150061,-0.093868,0.058172,-0.117209,-0.226282,-0.118994,-0.065356,-0.072063,0.019682,-0.022139,-0.111934,-0.08854,0.031802,-0.025327,0.010862,0.050797,0.061133,0.043732,0.035437,-0.176117,-0.095133,-0.264977,-0.15932,-0.118559,-0.032492,0.016673,-0.074663,-0.021301,-0.103116,0.016463,0.282452,0.180266,0.231211,-0.017797,-0.014943,-0.107943,-0.052768,-0.071512,0.040475,-0.047485,-0.069981,-0.081645,-0.116617,0.280766,-0.104367,0.133018,-0.065885
0.026931,-0.032205,0.032892,-0.013022,-0.00655,-0.028211,0.001459,0.154853,0.053014,0.145881,0.001969,0.038792,0.033541,0.121117,0.068112,0.106178,0.096686,0.088452,-0.067006,0.063877,0.154929,0.041701,0.145692,0.191977,0.12731,0.200291,0.153221,0.092476,0.079881,0.044951,0.078594,0.061569,0.017797,0.051922,0.092128,0.018446,0.062676,0.048023,0.055783,-0.024702,0.066772,0.020118,0.062074,0.024815,0.042063,0.040407,0.061562,0.124959,-0.072298,-0.10647,-0.10218,-0.035276,0.008025,0.10281,0.01573,0.144936,-0.140634,-0.14587,-0.052193,-0.152697,-0.243915,-0.206505,-0.170557,-0.084966,0.098,0.138432,-0.02752,-0.056281,-0.074218,-0.060078,-0.05103,-0.129509,0.061536,0.035408,0.066326,0.06513,0.046837,-0.105137,-0.17842,0.13494,0.182474,-0.092248,-0.073585,-0.09476,-0.050168,-0.059874,-0.054985,-0.073786,-0.078259,-0.090377,-0.088646,-0.065033,0.122257,-0.057441,0.176649,-0.035545,0.189511,0.192868,-0.064939,-0.082767,-0.07942,-0.02784,0.04086
0.118542,0.071849,0.160586,0.03586,0.114686,0.043495,0.023704,-0.096284,-0.120713,-0.016252,0.063922,0.028125,0.055086,0.025294,0.003736,-0.136596,-0.031866,-0.084354,-0.016159,-0.092626,-0.140685,-0.164602,-0.110054,-0.214376,-0.194649,-0.169964,-0.151692,-0.162332,-0.16386,-0.148956,-0.074913,-0.123348,-0.008392,0.168266,0.01061,-0.038128,-0.200216,-0.018542,0.0805,-0.075665,-0.059236,-0.000926,-0.022972,0.037231,0.060195,0.032051,0.048444,-0.153074,0.071233,0.160881,0.136318,0.144565,0.121746,-0.148915,0.033929,-0.059213,0.122735,0.086497,-0.008306,0.097706,0.029595,0.003975,0.036404,-0.077179,0.016442,-0.054964,0.020852,0.005339,-0.098415,0.099068,0.060552,-0.055062,-0.05937,-0.09557,-0.117632,-0.023764,-0.02022,0.055018,0.043711,-0.040548,-0.047098,-0.078416,-0.050645,0.233506,-0.055805,-0.054971,0.005286,0.246786,-0.03331,-0.076942,-0.061604,-0.053706,-0.044443,-0.037225,-0.028926,0.141287,-0.057029,-0.038025,-0.022089,0.247989,-0.024833,-0.039762,-0.068553
-0.030334,0.251017,0.103362,-0.038219,-0.100961,-0.030429,0.009821,-0.033011,0.010851,0.025187,-0.066927,-0.03047,-0.10917,0.022756,0.000814,0.024698,-0.010814,-0.012421,0.055139,0.040163,0.052534,0.014897,-0.025147,-0.016367,-0.060616,0.014511,0.003962,0.050138,0.068292,0.062703,0.12908,0.207139,0.016863,0.025121,-0.039123,-0.021803,-0.012291,0.005174,-0.04093,0.176099,0.019108,-0.017068,-0.084244,0.024352,-0.010862,-0.022239,0.000519,0.050297,-0.163865,-0.15054,-0.158349,-0.150353,-0.174541,0.020171,-0.080349,-0.015836,-0.106486,-0.079181,0.055794,0.06604,0.112869,0.055343,0.001917,0.120204,0.019651,-0.12551,0.031044,0.045582,0.006331,0.056157,0.119386,-0.001721,0.026789,0.024372,0.136697,0.187336,0.226659,-0.000821,-0.00768,-0.102869,-0.052895,0.130539,-0.113226,0.129105,-0.106411,-0.112398,0.140343,0.057053,0.100345,-0.13341,-0.127309,-0.114085,0.026816,-0.130644,0.017761,0.142255,0.138558,0.168424,-0.113521,0.15049,0.318243,-0.106129,-0.174929
0.182524,0.177524,0.152558,0.141426,0.102746,-0.015561,-0.026178,-0.053899,-0.116604,-0.135807,-0.071989,-0.070519,-0.009149,-0.081075,0.016411,-0.118086,0.118586,-0.087071,0.239028,0.107478,0.055301,-0.075807,-0.100018,-0.115177,-0.030358,-0.008939,0.043124,-0.091728,0.039877,0.068178,0.081923,0.05106,-0.065704,-0.196101,-0.176596,-0.052227,0.061538,0.027779,0.066978,0.008463,-0.000958,0.015212,0.071275,0.00767,0.103276,0.134986,0.119553,-0.069643,-0.10968,-0.200036,-0.181313,-0.234115,-0.277742,0.191343,-0.107348,-0.146026,-0.038319,-0.078897,0.092267,0.162021,0.18378,0.062247,0.063329,0.111027,0.092393,0.084003,0.128562,0.168712,0.162744,-0.01837,0.032404,-0.087482,-0.002781,-0.014927,-0.030176,0.053964,0.074184,-0.016486,-0.0039,0.006782,-0.02036,-0.041567,-0.020652,-0.047264,0.01867,0.006659,-0.007052,-0.035714,-0.023548,-0.027368,-0.036334,0.00858,-0.035163,-0.000757,-0.018647,-0.01687,-0.014593,-0.021774,-0.002227,-0.038138,-0.022256,0.035991,0.149002
-0.020129,-0.060186,-0.071904,0.014887,-0.070588,-0.048279,-0.036847,-0.067888,-0.052852,-0.090415,-0.085785,-0.051515,-0.056386,-0.065578,-0.039891,-0.090052,0.066152,0.05717,-0.058817,0.211801,-0.076553,-0.070042,0.081805,0.035734,-0.137216,-0.06138,-0.097076,-0.082777,0.068273,-0.09911,-0.125224,-0.253284,0.15415,0.08919,0.080673,0.056731,0.136993,0.133776,0.143916,0.062127,0.071278,0.154284,0.158499,-0.003287,0.132289,0.105095,0.071976,-0.115046,-0.03725,-0.073344,-0.042927,-0.039174,-0.072989,0.004315,-0.055136,-0.039151,-0.047846,-0.044775,-0.164687,-0.081222,0.060878,-0.000391,0.015902,0.088855,-0.110608,-0.000656,-0.065376,0.060503,-0.030653,0.121297,0.209169,0.168491,-0.061886,-0.079305,-0.08851,-0.02775,-0.007794,-0.019801,0.009386,-0.051747,0.049251,0.178287,0.052566,-0.051754,0.028629,-0.083709,-0.082803,-0.080918,-0.03713,0.277802,0.262941,0.094168,0.223721,0.071244,-0.084555,-0.079277,-0.0833,-0.082892,0.005293,-0.091214,-0.042536,-0.071021,-0.112893
0.102915,-0.05505,0.094545,-0.142161,0.214863,0.083074,0.272295,0.135208,0.175193,0.046761,0.106607,0.03616,0.093537,0.070104,0.173856,0.153844,0.16482,-0.004548,-0.001272,-0.07942,-0.046737,-0.118022,0.113965,-0.063599,0.032094,-0.05047,-0.008894,-0.134086,-0.00173,-0.024124,-0.009769,-0.082161,0.001951,0.027441,0.076037,0.114201,0.126294,0.0983,-0.008233,-0.008649,-0.327646,0.076214,0.073673,0.07244,0.013301,-0.087665,-0.026766,-0.050401,-0.070188,-0.028067,-0.014115,0.015955,-0.115669,0.056992,0.050849,-0.024136,-0.052768,-0.074465,-0.080003,-0.021761,0.001228,0.011326,0.087464,-0.01871,0.049628,-0.063368,-0.012232,-0.044224,-0.001558,-0.055471,-0.163904,-0.136222,0.072013,0.081426,0.027722,0.035722,0.078147,-0.04857,-0.064362,-0.047505,-0.06339,-0.063272,0.20234,0.19574,0.042631,-0.014863,-0.058622,0.038771,-0.068111,0.005376,0.00349,-0.063393,0.034666,-0.062994,0.348086,-0.057939,0.036597,-0.061323,0.132849,-0.070021,-0.068429,-0.042744,-0.143929
0.015405,0.050173,0.09011,0.046552,0.005565,0.033164,-0.010107,0.023461,-0.045301,0.003471,0.003192,-0.039255,0.088527,-0.022303,0.109576,0.084464,-0.003512,0.032416,0.004267,-0.113559,-0.001769,-0.013578,-0.135209,-0.031976,-0.120673,-0.192627,-0.098592,-0.110032,-0.124688,-0.108679,-0.187384,-0.16905,0.014494,-0.01003,-0.120251,-0.096987,-0.030571,-0.03654,-0.040293,-0.000453,-0.010027,-0.036222,-0.032761,-0.059207,-0.066627,-0.069098,-0.054823,-0.003356,-0.022272,0.078449,0.222793,0.273506,0.27121,-0.169042,0.305162,0.226518,0.046626,0.035161,-0.090131,0.045465,0.00969,0.018555,-0.008047,0.115706,-0.081629,-0.017104,-0.062317,-0.066494,-0.053236,-0.073745,-0.01063,-0.01201,-0.071086,-0.114133,-0.224192,-0.16345,-0.084726,-0.045025,0.042508,-0.077163,-0.107665,0.033533,0.044777,0.040778,0.092577,0.098331,-0.024693,-0.06818,-0.046837,-0.078656,-0.066353,-0.047275,0.049009,-0.084996,0.201926,-0.099072,-0.102702,-0.103362,-0.050529,0.039463,0.113505,0.10272,0.070172
0.000357,-0.036693,-0.050019,0.005292,0.028737,0.038872,-0.028994,0.016124,0.054993,-0.042024,0.157949,-0.056948,0.00877,-0.028705,0.179736,-0.008848,0.05654,0.041781,-0.043389,-0.074126,-0.077341,0.063437,-0.038584,-0.001509,-0.156546,-0.158086,-0.060815,-0.055389,-0.139185,-0.077978,-0.142251,-0.14365,0.067713,-0.181162,0.028926,0.048033,0.12775,0.136075,0.095332,-0.016387,-0.016833,0.066473,-0.120751,-0.045989,0.006808,-0.054892,-0.205406,-0.019378,-0.029159,0.020845,0.04287,0.032565,0.030246,-0.019862,-0.012148,0.10258,0.032036,0.007677,-0.086632,-0.031258,0.343481,0.074565,0.008562,0.090616,-0.184253,0.01845,-0.176663,-0.117372,0.104586,-0.048288,0.177828,-0.004874,0.06614,0.049857,-0.011998,-0.041925,-0.026164,-0.048143,0.023276,-0.06187,-0.077972,-0.093525,0.314404,-0.059629,-0.012112,-0.073739,-0.073944,-0.059403,-0.05052,0.247193,0.026317,0.264918,0.123311,-0.004395,0.021712,-0.071539,-0.075408,-0.049117,0.118005,-0.07927,0.029149,0.010232,-0.118112
-0.016454,0.004818,0.018089,-0.015248,-0.038025,0.037344,-0.03443,-0.03574,-0.002501,-0.767128,0.0057,0.023401,0.000126,0.029726,0.003709,0.055246,-0.086576,0.024153,-0.052014,-0.053896,-0.000428,-0.021873,-0.061941,0.009742,0.021755,-0.001881,-0.014746,-0.022367,0.016481,0.00337,-0.000767,-0.021432,0.068955,0.023872,0.026493,0.038664,0.00602,0.054362,0.112616,0.045954,0.085199,0.101322,0.105119,0.124554,0.135667,0.145454,0.127906,-0.056231,0.004608,-0.013081,-0.035463,-0.038916,-0.022872,-0.032151,-0.055875,-0.039912,-0.043223,0.000726,-0.059611,-0.058861,-0.025333,-0.006368,-0.08542,-0.029824,0.009676,0.105275,0.016701,0.056494,-0.10574,0.005922,-0.014022,0.005459,-0.001077,-0.007436,-0.004603,0.012467,0.028018,0.032538,0.008744,-0.051287,-0.06485,-0.077914,-0.06375,0.108238,0.263659,-0.061136,-0.061408,-0.06479,-0.069477,0.068642,0.063964,0.10288,-0.037833,-0.06682,-0.063492,-0.059486,0.03626,0.183156,0.001524,-0.069726,0.091065,-0.034495,-0.01659
0.069418,0.057085,0.03818,-0.097073,-0.028851,-0.196183,0.097686,-0.060938,0.063369,-0.122675,-0.025868,-0.0392,0.010677,-0.043995,0.077962,-0.022376,0.051482,-0.060324,0.155514,0.138574,0.111716,0.07722,0.12296,-0.064762,0.031451,0.089461,-0.017917,-0.070662,-0.095203,-0.03575,-0.181029,0.012637,-0.192205,0.07203,0.120365,-0.159572,-0.112673,0.002521,-0.08793,0.216342,0.036701,-0.218124,-0.092446,-0.02625,-0.123229,-0.025403,-0.149647,-0.019125,-0.048871,-0.006224,0.026598,0.018787,0.011912,-0.008709,0.064898,-0.06575,-0.011435,0.010755,0.006011,0.112053,0.026724,0.119981,0.042328,0.164715,-0.155589,-0.124978,-0.118078,-0.009256,-0.051265,0.15854,0.167301,0.114438,-0.014797,-0.038793,-0.035499,0.017299,-0.05698,-0.018855,0.032925,-0.025139,0.103195,-0.060061,-0.021819,-0.073521,-0.031625,-0.017332,-0.036497,0.382719,-0.047857,-0.0625,-0.061374,-0.042408,-0.053908,-0.036798,-0.042523,-0.038258,0.164114,0.11526,-0.035805,0.227605,-0.047583,-0.012007,-0.151048
-0.156076,0.091323,0.03409,0.052974,-0.00228,-0.036581,-0.059403,-0.076167,-0.082622,-0.123067,-0.131283,-0.161105,-0.106532,-0.049104,-0.003646,0.012188,-0.109147,-0.062804,0.052644,-0.04561,0.001029,-0.09146,-0.235738,-0.169865,-0.094313,-0.037548,0.077352,-0.020786,-0.131497,0.097582,0.112742,0.005438,-0.180454,-0.288825,-0.088488,0.107717,0.162571,0.048264,-0.055986,-0.029499,0.060504,0.132648,0.090681,0.014861,0.04745,0.078879,0.092996,-0.0697,-0.0617,-0.010628,-0.003356,-0.070671,0.002427,-0.014827,-0.013517,-0.09626,-0.018587,-0.012086,0.004169,0.291177,0.306509,0.076391,0.052355,-0.140372,-0.017664,-0.099114,0.173316,0.137746,-0.016279,-0.116204,-0.09217,-0.137594,-0.022672,0.033265,0.042784,0.246908,0.154425,0.175921,0.104879,0.005203,-0.017873,-0.035586,0.019707,-0.052725,0.014197,0.004482,-0.00541,-0.026498,-0.017178,-0.027697,-0.02662,-0.014206,-0.030898,0.001384,-0.005063,-0.014904,-0.01778,-0.019,-0.007605,-0.032225,-0.016835,0.028871,0.124347
0.055741,0.09921,0.098945,-0.022777,0.039535,0.002048,0.070696,0.052241,0.048653,-0.003337,0.008248,0.01935,-0.032025,-0.00205,-0.029114,-0.11678,-0.004693,0.205233,0.015956,0.000458,-0.001431,-0.063562,-0.041496,0.048348,-0.040605,-0.031408,-0.03864,-0.14683,0.002031,-0.069717,-0.124945,-0.076458,-0.117346,-0.067748,-0.116347,-0.087997,-0.035024,-0.079127,-0.14467,-0.287479,-0.219335,-0.003427,-0.096634,-0.057937,-0.08482,-0.136039,-0.114234,-0.030544,-0.062075,-0.07006,0.004395,0.052923,-0.01064,-0.06924,0.097502,0.147681,0.04718,0.012288,0.348865,0.107656,0.050743,0.142561,0.091085,0.098684,-0.089694,0.039765,-0.052563,0.026865,0.062492,0.155733,0.031409,0.059967,-0.063805,0.016847,0.108683,0.073083,-0.01004,0.092744,0.075821,-0.034297,0.255439,-0.065169,-0.044864,0.199001,-0.033572,-0.041243,-0.031378,-0.052469,-0.051924,-0.068316,-0.063092,-0.045053,-0.053769,-0.04409,0.231818,0.252549,-0.049319,-0.006117,-0.042768,0.103251,-0.008725,-0.02589,-0.137451
-0.118488,-0.083244,0.072795,0.008184,0.083598,-0.008094,-0.208016,-0.006158,0.032038,-0.070979,0.141615,0.021552,-0.012441,0.010145,-0.001981,0.040288,-0.159071,-0.211021,0.000402,-0.176747,-0.039834,-0.00394,-0.043368,-0.047725,-0.02358,0.058107,-0.172482,-0.091827,-0.075666,-0.111069,-0.126592,-0.097472,-0.059395,-0.154882,-0.098968,0.059609,-0.143865,-0.174221,-0.074687,-0.06059,-0.064731,-0.000752,-0.086634,-0.091443,0.062128,-0.028822,0.0037,0.115977,-0.047794,0.081048,0.177319,0.192078,0.216705,-0.285441,0.205937,0.109663,0.053857,0.131649,-0.006997,-0.005805,0.020398,-0.029999,-0.158745,-0.078742,0.205668,0.030411,0.245948,0.17222,0.000829,-0.013369,0.053846,0.121041,0.047857,-0.080606,0.040384,-0.020184,0.048598,-0.086081,-0.036135,0.001791,-0.047198,-0.055888,-0.049092,-0.024448,0.004523,-0.032202,-0.013333,-0.054464,0.05479,-0.057882,-0.051642,0.089252,-0.058233,-0.039017,-0.045598,0.001149,-0.017176,-0.0465,-0.010999,0.008862,0.149798,0.063383,0.105659
-0.040397,-0.042194,-0.087166,-0.138004,0.063696,-0.031154,0.071512,-0.028904,-0.175003,-0.11394,-0.176283,-0.128241,-0.114692,-0.025886,-0.023471,-0.120817,0.09868,-0.071199,0.144622,-0.035786,-0.072335,-0.125873,-0.014481,-0.029752,-0.03555,-0.221313,-0.178297,-0.171516,-0.072998,-0.181351,-0.103377,-0.200904,0.192643,0.139534,0.198761,0.136648,0.094812,0.080599,-0.098166,0.124149,0.044563,0.089148,0.131319,0.00328,-0.013445,0.022904,0.001878,-0.276865,0.008967,0.027154,0.128253,0.161333,0.124917,-0.028215,0.163051,0.082013,0.07588,0.110751,-0.012566,-0.129678,-0.045239,0.067481,-0.042775,-0.014135,-0.07969,0.077717,0.008966,0.050194,-0.035913,0.076074,-0.018613,-0.039426,-0.04383,-0.149967,-0.211955,-0.128958,-0.055652,-0.018196,-0.085733,-0.022218,0.029555,0.068531,0.09769,-0.071285,-0.028327,-0.027136,-0.033533,-0.048294,-0.04505,-0.059648,-0.05867,-0.003635,0.01436,0.088179,-0.039857,-0.037069,-0.040541,0.004672,0.007728,-0.051838,-0.013647,0.047229,0.096336
0.18778,0.077269,0.115006,0.121136,0.178438,0.243127,0.193068,0.173983,0.125143,-0.00864,0.078806,0.011732,0.103848,0.214097,0.169556,0.12822,0.061277,0.019842,-0.024123,-0.01971,0.025011,0.083656,0.095848,0.049058,0.059604,-0.042868,-0.098531,-0.118455,-0.011548,-0.186361,-0.061596,-0.120254,0.059203,0.024738,0.099957,0.057482,-0.019989,0.064418,0.002689,0.074153,0.030644,-0.021154,-0.002391,-0.097847,-0.026157,0.007958,-0.03792,0.127211,-0.176111,-0.20892,-0.179076,-0.153523,-0.237636,0.077227,-0.152216,0.052559,-0.16644,-0.10074,0.086627,-0.025039,0.036016,-0.035256,-0.019638,0.024053,0.043629,0.06789,-0.004019,0.056912,0.081175,-0.00391,0.058799,0.053611,0.055637,0.127403,0.150388,-0.011714,0.073853,-0.093421,-0.03404,-0.040876,-0.034695,0.000227,0.001135,-0.084296,-0.059247,-0.006138,-0.063424,-0.043048,-0.076805,0.071743,0.000574,-0.06827,0.079853,-0.066771,-0.065824,-0.064694,0.1604,0.196067,-0.035016,-0.074422,0.034663,-0.037902,0.093659
0.081905,0.072125,0.088626,-0.006587,0.071291,0.105241,0.127693,0.027065,0.013403,0.049149,-0.046178,-0.054387,0.02301,-0.051896,-0.030281,-0.083393,0.070294,0.301557,-0.091396,0.025088,-0.027168,0.140598,0.162437,0.1203,0.06407,-0.064506,-0.029863,-0.082651,-0.032589,-0.126048,-0.118974,-0.060089,0.061903,0.034791,0.126074,0.103417,0.136703,0.088041,0.067272,-0.015635,-0.045626,0.080348,0.094407,-0.160299,0.019415,-0.018808,0.04058,-0.268694,0.036614,-0.00924,-0.00064,-0.061474,-0.058501,-0.02148,-0.065147,-0.143749,0.050373,0.088737,-0.037392,-0.101932,-0.035956,-0.09491,0.031333,-0.042748,0.147246,-0.023743,-0.027071,-0.059657,-0.195823,-0.04276,-0.089827,-0.013453,-0.015294,0.075112,0.096209,-0.024545,-0.022374,0.013784,-0.071275,-0.057154,0.299041,-0.044366,-0.020433,-0.095374,-0.001182,-0.068132,-0.068452,-0.034412,-0.077464,-0.03134,-0.031451,-0.050088,-0.025812,0.422455,0.194194,-0.066321,0.047988,0.071759,0.006213,-0.038002,-0.012152,-0.055452,-0.07988
0.030532,0.026654,-0.027,0.121237,0.007328,-0.459313,0.098004,-0.007136,-0.073425,0.163757,-0.065238,0.076696,-0.14582,0.138895,-0.033405,0.061462,0.14493,0.088641,0.163939,-0.007354,-0.021669,-0.074598,-0.029983,0.069128,0.068642,0.113644,0.084478,0.036137,-0.015412,-0.03852,0.189951,0.115725,0.008444,0.102049,0.073802,0.124579,0.097161,0.09073,0.090403,-0.086472,0.058875,0.110889,0.056499,-0.114263,0.063477,0.020084,0.000761,-0.07342,-0.137185,-0.134162,-0.178266,-0.179611,-0.11519,0.117134,-0.075196,-0.061157,-0.029855,-0.124354,0.052636,0.067994,-0.010277,-0.042113,-0.005581,0.196906,0.045639,-0.022319,0.091125,0.099871,-0.045634,-0.057678,0.1408,0.082336,0.086487,-0.139819,-0.161942,-0.077732,-0.102597,-0.09087,-0.041226,-0.040994,-0.079094,-0.040286,0.115371,-0.003602,-0.016939,-0.003291,-0.072593,-0.033169,0.004447,0.047417,0.120499,0.087162,-0.062451,0.004592,-0.063206,-0.067298,-0.069599,-0.05364,0.042049,-0.019256,0.003942,-0.045255,0.102229
0.065442,-0.014931,0.093692,-0.007132,-0.039607,-0.084428,-0.017395,-0.05049,0.046312,0.017505,0.022659,0.05379,-0.068691,-0.084162,-0.060332,-0.163462,-0.009399,-0.05191,0.033666,-0.140123,-0.143585,-0.150942,-0.169377,-0.133429,-0.122637,-0.086588,-0.031806,-0.006999,-0.059532,-0.128449,-0.110918,0.047298,0.041427,0.107309,-0.035087,-0.109649,0.05024,0.030018,0.078425,0.046179,-0.184094,-0.002439,-0.066008,-0.071102,0.081133,0.087949,-0.002774,-0.104273,-0.078287,-0.075177,0.02698,0.055164,0.05066,-0.026486,0.101477,0.114047,0.009875,-0.055859,0.075524,0.178032,0.059973,0.126679,0.003541,0.138009,-0.175989,-0.036431,-0.14375,0.030878,0.216936,0.080921,0.079398,0.053453,-0.17765,-0.142275,-0.07246,-0.120769,-0.068965,0.185833,0.157589,-0.005706,-0.022195,-0.050121,-0.057132,0.328733,-0.032098,-0.049513,0.098439,0.174361,-0.051847,-0.038507,-0.054562,-0.058401,-0.034066,-0.011823,-0.057456,0.286556,-0.026346,-0.04743,-0.05152,-0.067268,-0.063723,-0.029287,-0.067996
